"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDEX_TYPE","COICOP_1999","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:CPI(5.0.0)","SAU.CPI.CP03.YOY_PCH_PA_PT.A","OBS_VALUE","Saudi Arabia","Consumer price index (CPI)","Clothing and footwear","Period average, Year-over-year (YOY) percent change","Annual","Units","0.8916649108335089","1.197645891001413","0.9875857002938296","-2.987957082999845","-7.043056187777575","4.575326002204716","4.360403747543914","2.198369886358359","-1.255116553769014","-3.070298230032757","-3.371577865114823",""
"IMF.STA:CPI(5.0.0)","SAU.CPI.CP07.POP_PCH_PA_PT.A","OBS_VALUE","Saudi Arabia","Consumer price index (CPI)","Transport","Period average, Period-over-period percent change","Annual","Units","1.35000760125057","1.036038480513074","7.470676887041776","-2.088437074057247","10.73688645675346","-12.80500851276202","-1.58121295569603","10.26646297842706","4.065944139184407","0.9864891518108188","-2.407441819699534",""
"IMF.STA:CPI(5.0.0)","SAU.CPI.CP06.YOY_PCH_PA_PT.A","OBS_VALUE","Saudi Arabia","Consumer price index (CPI)","Health","Period average, Year-over-year (YOY) percent change","Annual","Units","1.741810266976266","2.187090611655522","2.164304782709802","-0.007038056347761898","3.841778065283391","-6.876451549940799","-1.40370374941512","1.637757225878801","0.4275407153582099","0.4434508813988404","-1.086092715231788",""
"IMF.STA:CPI(5.0.0)","SAU.CPI.CP01.POP_PCH_PA_PT.A","OBS_VALUE","Saudi Arabia","Consumer price index (CPI)","Food and non-alcoholic beverages","Period average, Period-over-period percent change","Annual","Units","1.366685136668514","0.6412363826671833","-1.298814630059253","-0.8267739731294052","6.48080158883748","-2.701802910444147","7.561353399447119","5.389517915597768","3.72050845712539","1.444796777091404","0.8164764506076419",""
"IMF.STA:CPI(5.0.0)","DEU.HICP._T.YOY_PCH_PA_PT.A","OBS_VALUE","Germany","Harmonised index of consumer prices (HICP)","All Items","Period average, Year-over-year (YOY) percent change","Annual","Units","0.7694258899129383","0.6796442356099714","0.3666972247687141","1.702233662708694","1.935009797517961","1.35362434921903","0.3714240556345187","3.212345484607608","8.665802120680385","6.030186030186004","2.489406779661071","2.260981912144729"
"IMF.STA:CPI(5.0.0)","DEU.HICP._T.POP_PCH_PA_PT.A","OBS_VALUE","Germany","Harmonised index of consumer prices (HICP)","All Items","Period average, Period-over-period percent change","Annual","Units","0.7694258899129383","0.6796442356099714","0.3666972247687141","1.702233662708694","1.935009797517961","1.35362434921903","0.3714240556345187","3.212345484607608","8.665802120680385","6.030186030186004","2.489406779661071","2.260981912144729"
"IMF.STA:CPI(5.0.0)","DEU.HICP._T.IX.A","OBS_VALUE","Germany","Harmonised index of consumer prices (HICP)","All Items","Index","Annual","Units","99.31666666666668","99.99166666666665","100.3583333333333","102.0666666666667","104.0416666666667","105.45","105.8416666666666","109.2416666666667","118.7083333333333","125.8666666666666","129","131.9166666666667"
"IMF.STA:CPI(5.0.0)","DEU.HICP._T.SRP_IX.A","OBS_VALUE","Germany","Harmonised index of consumer prices (HICP)","All Items","Standard reference period (2010=100), Index","Annual","Units","107.1955387659651","107.924087066019","108.3198416981471","110.1636985069257","112.2953768663429","113.815434430653","114.2381723331533","117.9078971037957","128.125562151466","135.851771901421","139.2336751214247","142.3817233315345"
"IMF.STA:CPI(5.0.0)","CHN.CPI.CP04.IX.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","Housing, water, electricity, gas and other fuels","Index","Annual","Units","","","","","","","","","","","",""
"IMF.STA:CPI(5.0.0)","CHN.CPI.CP01.IX.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","","","","","","","","","",""
"IMF.STA:CPI(5.0.0)","CHN.CPI.CP08.IX.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","Communication","Index","Annual","Units","","","","","","","","","","","",""
"IMF.STA:CPI(5.0.0)","CHN.CPI.CP05.IX.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","Furnishings, household equipment and routine household maintenance","Index","Annual","Units","","","","","","","","","","","",""
"IMF.STA:CPI(5.0.0)","CHN.CPI._T.YOY_PCH_PA_PT.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Annual","Units","1.921641627885221","1.437023809356555","2.000001821919423","1.593136000714328","2.074790399655754","2.899234163582294","2.419421894577782","0.9810151355448936","1.97357555739052","0.2348368288930602","0.2181289384391663","0.05956469165659008"
"IMF.STA:CPI(5.0.0)","CHN.CPI.CP02.IX.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","Alcoholic beverages, tobacco and narcotics","Index","Annual","Units","","","","","","","","","","","",""
"IMF.STA:CPI(5.0.0)","CHN.CPI.CP10.IX.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","Education","Index","Annual","Units","","","","","","","","","","","",""
"IMF.STA:CPI(5.0.0)","CHN.CPI.CP03.IX.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","Clothing and footwear","Index","Annual","Units","","","","","","","","","","","",""
"IMF.STA:CPI(5.0.0)","CHN.CPI.CP11.IX.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","Restaurants and hotels","Index","Annual","Units","","","","","","","","","","","",""
"IMF.STA:CPI(5.0.0)","CHN.CPI.CP09.IX.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","Recreation and culture","Index","Annual","Units","","","","","","","","","","","",""
"IMF.STA:CPI(5.0.0)","CHN.CPI.CP06.IX.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","Health","Index","Annual","Units","","","","","","","","","","","",""
"IMF.STA:CPI(5.0.0)","CHN.CPI.CP12.IX.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","Miscellaneous goods and services","Index","Annual","Units","","","","","","","","","","","",""
"IMF.STA:CPI(5.0.0)","CHN.CPI._T.POP_PCH_PA_PT.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Annual","Units","1.921641627885221","1.437023809356555","2.000001821919423","1.593136000714328","2.074790399655754","2.899234163582294","2.419421894577782","0.9810151355448936","1.97357555739052","0.2348368288930602","0.2181289384391663","0.05956469165659008"
"IMF.STA:CPI(5.0.0)","CHN.CPI.CP07.IX.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","Transport","Index","Annual","Units","","","","","","","","","","","",""
"IMF.STA:CPI(5.0.0)","CHN.CPI._T.IX.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","All Items","Index","Annual","Units","88.37901583333335","89.64904333333335","91.44202583333335","92.89882166666668","94.8262775","97.57551333333335","99.93627666666668","100.9166666666667","102.9083333333333","103.15","103.375","103.436575"
"IMF.STA:CPI(5.0.0)","CHN.CPI._T.SRP_POP_PCH_PA_PT.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Period-over-period percent change","Annual","Units","1.921641627885208","1.437023809356548","2.000001821919434","1.593136000714356","2.07479039965576","2.899234163582267","2.419421894577823","0.9810151355448816","1.973575557390506","0.2348368288930508","0.2181289384391772","0.05956469165654026"
"IMF.STA:CPI(5.0.0)","CHN.CPI._T.SRP_YOY_PCH_PA_PT.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Annual","Units","1.921641627885208","1.437023809356548","2.000001821919434","1.593136000714356","2.07479039965576","2.899234163582267","2.419421894577823","0.9810151355448816","1.973575557390506","0.2348368288930508","0.2181289384391772","0.05956469165654026"
"IMF.STA:CPI(5.0.0)","CHN.CPI._T.SRP_IX.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Annual","Units","113.2940601998371","114.9221228194955","117.2205673696739","119.0880504286818","121.5588778661133","125.0831543820749","128.1094436056234","129.3662166374569","131.9193566685346","132.2291519024311","132.517581947783","132.5965156368609"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP05.IX.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Furnishings, household equipment and routine household maintenance","Index","Annual","Units","92.03666666666665","100.0016666666666","108.5941666666667","117.4666666666667","145.2425","172.8358333333333","190.3583333333334","238.0416666666666","429.0216666666668","665.51","1016.1075","1320.131666666667"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP08.IX.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Communication","Index","Annual","Units","97.03333333333335","100.0008333333334","102.7583333333334","105.5675","110.3966666666667","117.4166666666667","122.4875","130.5016666666667","161.7408333333333","229.9916666666667","335.8025","411.74"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP08.YOY_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Communication","Period average, Year-over-year (YOY) percent change","Annual","Units","1.036044634954792","3.058227413260099","2.757477021024823","2.733760441164478","4.574482361206527","6.358887647573898","4.318665720369026","6.542844507943015","23.93775302997402","42.19765159282602","46.00637704264645","22.6137387303549"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP05.POP_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Furnishings, household equipment and routine household maintenance","Period average, Period-over-period percent change","Annual","Units","8.330472481878513","8.65415957408274","8.592356794053538","8.170328363248484","23.64571509648124","18.99811235233028","10.13823329460043","25.04924922295663","80.22965167162622","55.12270165065474","52.68102658111824","29.92047265340203"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP08.POP_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Communication","Period average, Period-over-period percent change","Annual","Units","1.036044634954792","3.058227413260099","2.757477021024823","2.733760441164478","4.574482361206527","6.358887647573898","4.318665720369026","6.542844507943015","23.93775302997402","42.19765159282602","46.00637704264645","22.6137387303549"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP02.YOY_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Alcoholic beverages, tobacco and narcotics","Period average, Year-over-year (YOY) percent change","Annual","Units","4.0470601031479","4.537772667084779","18.12734893875885","15.44153956854839","1.45866306533119","24.35102089983741","16.3658820110433","4.74840686121479","67.69491808294629","52.80297429481347","58.40168224386023","30.85471943046116"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP01.IX.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Food and non-alcoholic beverages","Index","Annual","Units","89.70833333333332","100","105.4216666666666","118.5308333333333","139.82","167.1375","190.2816666666667","236.4066666666667","438.5925","728.5333333333332","1144.995","1524.146666666667"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP05.YOY_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Furnishings, household equipment and routine household maintenance","Period average, Year-over-year (YOY) percent change","Annual","Units","8.330472481878513","8.65415957408274","8.592356794053538","8.170328363248484","23.64571509648124","18.99811235233028","10.13823329460043","25.04924922295663","80.22965167162622","55.12270165065474","52.68102658111824","29.92047265340203"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP03.POP_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Clothing and footwear","Period average, Period-over-period percent change","Annual","Units","8.49166083228634","6.080214991027344","7.073392278268971","7.663810346571996","13.64523544464846","5.607149672412672","5.74431561511828","8.345769585673435","31.46981820475882","27.63422027079978","38.8110157278025","12.93174467393591"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP01.POP_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Food and non-alcoholic beverages","Period average, Period-over-period percent change","Annual","Units","12.7354983296505","11.47236414305622","5.4216666666666","12.43498332094924","17.96086812854605","19.53761979688171","13.8473811482562","24.24038048857395","85.52459039508189","66.1071115747153","57.1643942166911","33.11382728017738"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP03.IX.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Clothing and footwear","Index","Annual","Units","94.26749999999998","99.99916666666668","107.0725","115.2783333333333","131.0083333333333","138.3541666666666","146.3016666666667","158.5116666666667","208.395","265.9833333333332","369.2141666666665","416.96"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP01.YOY_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Food and non-alcoholic beverages","Period average, Year-over-year (YOY) percent change","Annual","Units","12.7354983296505","11.47236414305622","5.4216666666666","12.43498332094924","17.96086812854605","19.53761979688171","13.8473811482562","24.24038048857395","85.52459039508189","66.1071115747153","57.1643942166911","33.11382728017738"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP02.POP_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Alcoholic beverages, tobacco and narcotics","Period average, Period-over-period percent change","Annual","Units","4.0470601031479","4.537772667084779","18.12734893875885","15.44153956854839","1.45866306533119","24.35102089983741","16.3658820110433","4.74840686121479","67.69491808294629","52.80297429481347","58.40168224386023","30.85471943046116"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP03.YOY_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Clothing and footwear","Period average, Year-over-year (YOY) percent change","Annual","Units","8.49166083228634","6.080214991027344","7.073392278268971","7.663810346571996","13.64523544464846","5.607149672412672","5.74431561511828","8.345769585673435","31.46981820475882","27.63422027079978","38.8110157278025","12.93174467393591"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP02.IX.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Alcoholic beverages, tobacco and narcotics","Index","Annual","Units","95.66","100.0008333333333","118.1283333333333","136.3691666666667","138.3583333333333","172.05","200.2075","209.7141666666666","351.68","537.3775","851.215","1113.855"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP12.POP_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Miscellaneous goods and services","Period average, Period-over-period percent change","Annual","Units","7.156062543022918","10.12416603191795","11.31009425078544","12.28784691287779","19.86345210155752","22.03909309362755","22.52902273048401","19.50451036919931","63.03998655286405","54.08903373369299","53.49367973177583","34.51897199445278"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP12.YOY_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Miscellaneous goods and services","Period average, Year-over-year (YOY) percent change","Annual","Units","7.156062543022918","10.12416603191795","11.31009425078544","12.28784691287779","19.86345210155752","22.03909309362755","22.52902273048401","19.50451036919931","63.03998655286405","54.08903373369299","53.49367973177583","34.51897199445278"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP07.IX.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Transport","Index","Annual","Units","98.53166666666668","99.99833333333332","107.4375","125.4816666666666","152.7966666666667","167.7666666666667","188.1866666666667","238.26","476.3658333333335","719.6191666666668","1065.771666666667","1338.474166666667"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP11.IX.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Restaurants and hotels","Index","Annual","Units","88.13833333333332","100.0008333333334","110.185","121.4958333333333","139.8508333333334","164.4025","184.275","223.95","386.3608333333335","701.7841666666668","1237.150833333333","1701.225"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP04.IX.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Housing, water, electricity, gas and other fuels","Index","Annual","Units","92.91083333333332","99.99833333333332","106.57","115.14","133.3383333333334","151.2283333333333","169.975","200.0925","339.0783333333332","452.7258333333335","798.1741666666665","1274.195833333334"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP12.IX.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Miscellaneous goods and services","Index","Annual","Units","90.80583333333332","99.99916666666668","111.3091666666667","124.9866666666667","149.8133333333334","182.8308333333333","224.0208333333333","267.715","436.4825","672.5716666666665","1032.355","1388.713333333333"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP06.POP_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Health","Period average, Period-over-period percent change","Annual","Units","8.452576129451629","7.340286598565203","9.575","12.4191953760742","12.37721553240431","17.11936237328137","14.38520924781802","18.40649588165782","47.84575507679219","74.50472049243038","64.06435707645412","38.10968994819617"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP04.YOY_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Housing, water, electricity, gas and other fuels","Period average, Year-over-year (YOY) percent change","Annual","Units","5.693592575388401","7.62828159615402","6.571776196269952","8.041662756873417","15.80539632910665","13.41699686261757","12.3962661317875","17.7187821738491","69.4607910508056","33.51659154472674","76.30409132826885","59.63882151869539"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP04.POP_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Housing, water, electricity, gas and other fuels","Period average, Period-over-period percent change","Annual","Units","5.693592575388401","7.62828159615402","6.571776196269952","8.041662756873417","15.80539632910665","13.41699686261757","12.3962661317875","17.7187821738491","69.4607910508056","33.51659154472674","76.30409132826885","59.63882151869539"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP06.IX.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Health","Index","Annual","Units","93.16166666666668","100","109.575","123.1833333333333","138.43","162.1283333333334","185.4508333333333","219.5858333333334","324.6483333333332","566.5266666666668","929.4683333333332","1283.685833333333"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP10.POP_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Education","Period average, Period-over-period percent change","Annual","Units","9.063867016622948","6.957591315043585","8.2283333333333","9.977362674592269","10.47944438221133","13.53422053231939","10.51312535932169","11.83886217624959","30.33211098666857","60.08863571000385","98.68942514355722","73.02550091669967"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP10.YOY_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Education","Period average, Year-over-year (YOY) percent change","Annual","Units","9.063867016622948","6.957591315043585","8.2283333333333","9.977362674592269","10.47944438221133","13.53422053231939","10.51312535932169","11.83886217624959","30.33211098666857","60.08863571000385","98.68942514355722","73.02550091669967"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP06.YOY_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Health","Period average, Year-over-year (YOY) percent change","Annual","Units","8.452576129451629","7.340286598565203","9.575","12.4191953760742","12.37721553240431","17.11936237328137","14.38520924781802","18.40649588165782","47.84575507679219","74.50472049243038","64.06435707645412","38.10968994819617"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP10.IX.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Education","Index","Annual","Units","93.495","100","108.2283333333333","119.0266666666666","131.5","149.2975","164.9933333333333","184.5266666666667","240.4975","385.0091666666665","764.9724999999998","1323.5975"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP11.YOY_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Restaurants and hotels","Period average, Year-over-year (YOY) percent change","Annual","Units","13.27863936252246","13.45895656449152","10.18408179931827","10.26531137027118","15.10751397510211","17.55560984620513","12.08771156156384","21.53032153032153","72.52102403810382","81.63957267925273","76.28651259112183","37.51152682137253"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP09.POP_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Recreation and culture","Period average, Period-over-period percent change","Annual","Units","7.190192180251842","9.101736521501899","7.022441479654339","9.543868938237802","13.06109393325514","14.60769520935496","7.02323157519401","12.84790207998036","51.00061772133493","50.89502449999863","53.23542955333308","26.56289026725499"
"IMF.STA:CPI(5.0.0)","TUR.HICP._T.YOY_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","All Items","Period average, Year-over-year (YOY) percent change","Annual","Units","8.911510742120668","7.745075152189903","7.6558333333334","11.11799174839567","16.33786137234408","15.18236199349723","12.27814803647361","19.59060265955473","72.28122205143902","53.96804350757335","58.54812319467771","34.90788543400445"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP07.POP_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Transport","Period average, Period-over-period percent change","Annual","Units","9.77133679314474","1.488523148226431","7.439290654844262","16.79503587356984","21.76812017691837","9.797334147778091","12.17166699781442","26.6083321524727","99.93529477601507","51.06439553634372","48.10217904609269","25.58732874302344"
"IMF.STA:CPI(5.0.0)","TUR.HICP._T.IX.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","All Items","Index","Annual","Units","92.81166666666668","100","107.6558333333334","119.625","139.1691666666666","160.2983333333334","179.98","215.2391666666666","370.8166666666668","570.9391666666668","905.2133333333332","1221.204166666666"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP09.YOY_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Recreation and culture","Period average, Year-over-year (YOY) percent change","Annual","Units","7.190192180251842","9.101736521501899","7.022441479654339","9.543868938237802","13.06109393325514","14.60769520935496","7.02323157519401","12.84790207998036","51.00061772133493","50.89502449999863","53.23542955333308","26.56289026725499"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP09.IX.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Recreation and culture","Index","Annual","Units","91.65833333333335","100.0008333333333","107.0233333333333","117.2375","132.55","151.9125","162.5816666666666","183.47","277.0408333333332","418.0408333333335","640.5866666666668","810.745"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP11.POP_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Restaurants and hotels","Period average, Period-over-period percent change","Annual","Units","13.27863936252246","13.45895656449152","10.18408179931827","10.26531137027118","15.10751397510211","17.55560984620513","12.08771156156384","21.53032153032153","72.52102403810382","81.63957267925273","76.28651259112183","37.51152682137253"
"IMF.STA:CPI(5.0.0)","TUR.HICP.CP07.YOY_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","Transport","Period average, Year-over-year (YOY) percent change","Annual","Units","9.77133679314474","1.488523148226431","7.439290654844262","16.79503587356984","21.76812017691837","9.797334147778091","12.17166699781442","26.6083321524727","99.93529477601507","51.06439553634372","48.10217904609269","25.58732874302344"
"IMF.STA:CPI(5.0.0)","TUR.HICP._T.POP_PCH_PA_PT.A","OBS_VALUE","Türkiye, Republic of","Harmonised index of consumer prices (HICP)","All Items","Period average, Period-over-period percent change","Annual","Units","8.911510742120668","7.745075152189903","7.6558333333334","11.11799174839567","16.33786137234408","15.18236199349723","12.27814803647361","19.59060265955473","72.28122205143902","53.96804350757335","58.54812319467771","34.90788543400445"
"IMF.STA:CPI(5.0.0)","BRA.CPI.CP10.IX.A","OBS_VALUE","Brazil","Consumer price index (CPI)","Education","Index","Annual","Units","4760.116666666668","5173.803333333332","5648.4625","6082.9275","6409.6875","","","","","","",""
"IMF.STA:CPI(5.0.0)","BRA.CPI.CP02.IX.A","OBS_VALUE","Brazil","Consumer price index (CPI)","Alcoholic beverages, tobacco and narcotics","Index","Annual","Units","5990.070833333335","6483.594166666668","7219.804166666665","7619.725833333335","7800.876666666668","","","","","","",""
"IMF.STA:CPI(5.0.0)","BRA.CPI.CP07.IX.A","OBS_VALUE","Brazil","Consumer price index (CPI)","Transport","Index","Annual","Units","3845.459166666668","4155.338333333335","4440.855","4566.3125","4853.359166666668","","","","","","",""
"IMF.STA:CPI(5.0.0)","BRA.CPI.CP12.IX.A","OBS_VALUE","Brazil","Consumer price index (CPI)","Miscellaneous goods and services","Index","Annual","Units","3907.6475","4248.520833333332","4576.930833333332","4757.969166666665","4962.335","","","","","","",""
"IMF.STA:CPI(5.0.0)","BRA.CPI.CP08.IX.A","OBS_VALUE","Brazil","Consumer price index (CPI)","Communication","Index","Annual","Units","6447.874166666665","6436.980833333332","6602.629166666665","6725.339999999998","6754.278333333332","","","","","","",""
"IMF.STA:CPI(5.0.0)","BRA.CPI.CP01.IX.A","OBS_VALUE","Brazil","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","","","","","","","","","",""
"IMF.STA:CPI(5.0.0)","BRA.CPI.CP04.IX.A","OBS_VALUE","Brazil","Consumer price index (CPI)","Housing, water, electricity, gas and other fuels","Index","Annual","Units","6223.245833333335","7266.195833333335","7791.076666666668","8120.947500000002","8594.099166666665","","","","","","",""
"IMF.STA:CPI(5.0.0)","BRA.CPI.CP05.IX.A","OBS_VALUE","Brazil","Consumer price index (CPI)","Furnishings, household equipment and routine household maintenance","Index","Annual","Units","1981.8275","2073.635833333333","2188.990833333333","2181.160833333334","2194.7225","","","","","","",""
"IMF.STA:CPI(5.0.0)","BRA.CPI.CP03.IX.A","OBS_VALUE","Brazil","Consumer price index (CPI)","Clothing and footwear","Index","Annual","Units","2504.819166666668","2594.4125","2728.509166666668","2796.621666666668","2841.604166666668","","","","","","",""
"IMF.STA:CPI(5.0.0)","BRA.CPI._T.IX.A","OBS_VALUE","Brazil","Consumer price index (CPI)","All Items","Index","Annual","Units","3953.153333333332","4310.119166666668","4686.786666666668","4848.310833333332","5025.994166666668","5213.613333333335","5381.0625","5827.78","6368.604166666668","6661.15","6952.073333333335","7300.841666666668"
"IMF.STA:CPI(5.0.0)","BRA.CPI._T.POP_PCH_PA_PT.A","OBS_VALUE","Brazil","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Annual","Units","6.329040155161408","9.029901024161373","8.73914352329392","3.446373350326676","3.664850283767272","3.732976212168975","3.21176803803373","8.301659755856766","9.280106089568721","4.593562822832035","4.367464076523348","5.016752796048367"
"IMF.STA:CPI(5.0.0)","BRA.CPI.CP06.IX.A","OBS_VALUE","Brazil","Consumer price index (CPI)","Health","Index","Annual","Units","4273.005833333332","4610.326666666668","5123.609166666665","5532.770833333332","5830.636666666668","","","","","","",""
"IMF.STA:CPI(5.0.0)","BRA.CPI.CP09.IX.A","OBS_VALUE","Brazil","Consumer price index (CPI)","Recreation and culture","Index","Annual","Units","2868.399166666668","3075.811666666668","3388.463333333332","3481.8275","3521.504166666668","","","","","","",""
"IMF.STA:CPI(5.0.0)","BRA.CPI._T.YOY_PCH_PA_PT.A","OBS_VALUE","Brazil","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Annual","Units","6.329040155161408","9.029901024161373","8.73914352329392","3.446373350326676","3.664850283767272","3.732976212168975","3.21176803803373","8.301659755856766","9.280106089568721","4.593562822832035","4.367464076523348","5.016752796048367"
"IMF.STA:CPI(5.0.0)","BRA.CPI.CP11.IX.A","OBS_VALUE","Brazil","Consumer price index (CPI)","Restaurants and hotels","Index","Annual","Units","5557.373333333332","6101.336666666665","6617.998333333332","6934.495833333332","7154.370833333335","","","","","","",""
